package_name,review,date,star,Clusters
com.google.android.apps.authenticator2,Deleted Accounts I CAN'T FIND SOME OF MY ACCOUNT CODE WITH USERNAME!!! I HATE THIS UPDATE!! FIX IT!!!,December 29 2015,1,0
com.google.android.apps.authenticator2,Great for security Is for verification  you have to put it a little harder for people want to still you account,May 10 2016,5,0
com.google.android.apps.authenticator2,Reliable It is very easy quick and reliable to use. ITS GRRRRRREAT!,December 29 2015,5,0
com.google.android.apps.authenticator2,Bi Tch,November 05 2016,5,0
com.google.android.apps.authenticator2,Screws me over with my google account,May 10 2016,1,0
com.google.android.apps.authenticator2,It verry good,August 27 2016,5,0
com.google.android.apps.authenticator2,Good. No ability to reorder accounts. Please add ability to restack the accounts. With multiple accounts its difficult to navigate to the right account quickly.,February 17 2016,3,0
com.google.android.apps.authenticator2,Great App,April 16 2016,5,0
com.google.android.apps.authenticator2,nice fine,December 31 2015,5,0
com.google.android.apps.authenticator2,Nice,December 31 2015,5,0
com.google.android.apps.authenticator2,How to back up the app in case of hard reset?,July 08 2016,3,0
com.google.android.apps.authenticator2,Help full Nice,December 05 2016,5,0
com.google.android.apps.authenticator2,Good,March 01 2016,5,0
com.google.android.apps.authenticator2,Theme. White theme is too much on eyes. Any person standing back or aside can read the digits easily. Please revert back to black theme .,June 22 2016,4,0
com.google.android.apps.authenticator2,Good job,September 03 2016,5,0
com.google.android.apps.authenticator2,Excellent! New user interface is not so good!,September 29 2016,5,0
com.google.android.apps.authenticator2,H O R R I B L E no other words to describe! it !!!,February 16 2017,1,0
com.google.android.apps.authenticator2,&lt;3 it,January 24 2016,5,0
com.google.android.apps.authenticator2,You have my trust Nice app it really does what it says it does protects your account!,February 12 2016,5,0
com.google.android.apps.authenticator2,Good Good,December 28 2015,5,0
com.google.android.apps.authenticator2,This is so much helpful I love this app. Making email safe.,August 05 2016,5,0
com.google.android.apps.authenticator2,Required Barcode Scanner doesn't work The required barcode scanner lacks the ability to ever achieve focus on a barcode on my Samsung Galaxy S4. Unfortunately this makes this application completely unusable for me,February 24 2016,1,0
com.google.android.apps.authenticator2,Lost all the data It suddenly lost all my configured sites. How can it be trusted after that?,October 05 2016,1,0
com.google.android.apps.authenticator2,Good,April 13 2017,5,0
com.google.android.apps.authenticator2,Thanku for Google Auntelycarter thanku,April 21 2016,4,0
com.google.android.apps.authenticator2,The bar code is not working anymore The bar code is not working anymore,October 25 2016,3,0
com.google.android.apps.authenticator2,Lot of padding  white spaces and lot of wasted space in the last version (material design). This is very inefficient and adds a lot of scroll. Can you please reduce a bit and have a bit more information displayed on screen?,October 03 2016,1,0
com.google.android.apps.authenticator2,Move to SD  please! Does the job  but move to SD is a must. My Desire is crying.,September 28 2016,5,0
com.google.android.apps.authenticator2,No backup. Got a new phone and I have to scan all the accounts again. It sucks.,March 17 2017,1,0
com.google.android.apps.authenticator2,All in one,January 13 2017,5,0
com.google.android.apps.authenticator2,I can not recovery my account Why i can not do this,June 22 2016,3,0
com.google.android.apps.authenticator2,Superb!!,March 17 2017,5,0
com.google.android.apps.authenticator2,Great app Great app to prevent hacking,December 06 2016,5,0
com.google.android.apps.authenticator2,New UI not an improvement! Why has the account name now taken second place to the code? This makes it more difficult to find the right account in the list. And the timeout disc might as well not be there it's so small. Definitely a backward step.,September 26 2016,3,0
com.google.android.apps.authenticator2,"Crap Can't even setup  wants """"""""""""""""""""""""""""""""the key"""""""""""""""""""""""""""""""". What key? Where is """"""""""""""""""""""""""""""""the key""""""""""""""""""""""""""""""""? What is it talking about? There's no explanation or steps. Or  you can scan a barcode. What barcode? Where the hell do I get a barcode for this? And then you have to get another random app. Pathetic.""""",August 14 2016,1,0
com.google.android.apps.authenticator2,thi is great bt u need to improve some where,April 07 2017,3,0
com.google.android.apps.authenticator2,The app is simple to use  almost too simple. It could benefit of allowing grouping  or tabs where authentication codes can be seperate. Having to look through 10+ identical codes slows down the process. I know you can sort  but grouping then sorting would be better,April 17 2017,4,0
com.google.android.apps.authenticator2,It's great! Works perfectly....! Thumbs up 👍,May 26 2016,5,0
com.google.android.apps.authenticator2,There should an option for single click copy.,July 14 2016,3,0
com.google.android.apps.authenticator2,Best life saver Ho,August 31 2016,5,0
com.google.android.apps.authenticator2,It's given me tough time  how can install it,October 19 2016,1,0
com.google.android.apps.authenticator2,VERY IMPORTANT,December 24 2016,5,0
com.google.android.apps.authenticator2,Great for Google and Amazon services.,June 13 2016,5,0
com.google.android.apps.authenticator2,Dark theme is back! Thank you for bringing dark theme back  you can even rearrange accounts now by long pressing on the account you want to move and then dragging that account from the left hand side of the screen to a new order placement. I'm personally not a huge fan of the new font in the app but at least dark mode is back.,September 22 2016,5,0
com.google.android.apps.authenticator2,LG G3 Excellent!,December 10 2016,5,0
com.google.android.apps.authenticator2,Prashant yadav Alan sonu,March 17 2016,3,0
com.google.android.apps.authenticator2,Keep getting invalid code I use this for work and it always takes multiple times to log in and last night it took me about 20 minutes to log on  and I work for a time sensitive company. I had late cases and a mess when I finally got back on! I had reinstalled the app  and unverified and reverified my phone and still took forever to verify the phone it kept saying invalid code. I've found if I enter the code right before it expires or a second after it works but I don't understand why  and of course  I'm the only one it happen to.,January 01 2017,1,0
com.google.android.apps.authenticator2,After seeing that you'd given some UI attention to this app I was hoping the app would be changed so that I only need to tap my code to copy it instead of tap & hold and then tap a copy button. Why not do this? Why not just copy the code to my clipboard after simply tapping the code? Why make me tap and hold and then tap another copy button?,April 10 2016,5,0
com.google.android.apps.authenticator2,Can't transfer to new phone If you get a new phone  you will have to manually readd all of your accounts manually. Not worth using this for more than 1 account!,December 17 2016,1,0
com.google.android.apps.authenticator2,2 step Great back up App to the security codes you need to print & save from your gmail account. Easy peasey.,August 02 2016,4,0
com.google.android.apps.authenticator2,Loved it,December 14 2016,5,0
com.google.android.apps.authenticator2,Simple and secure verification,December 20 2016,5,0
com.google.android.apps.authenticator2,Must have for anyone with Google With all your data on Google this just helps secure this information that much more. Must have and use.,January 18 2016,5,0
com.google.android.apps.authenticator2,Annirries Thanks,April 10 2016,5,0
com.google.android.apps.authenticator2,Some times it's troubling,February 23 2017,5,0
com.google.android.apps.authenticator2,Loved it,March 14 2016,5,0
com.google.android.apps.authenticator2,Good idea I was unfamiliar with the process and was locked out. I don't know how to correct it,November 11 2016,1,0
com.google.android.apps.authenticator2,Its slow to download!!!,October 16 2016,1,0
com.google.android.apps.authenticator2,Permission to peep? Why in the world do you need access to my camera now?,October 08 2016,3,0
com.google.android.apps.authenticator2,"UI worse The text us now smaller so harder to read  but the gaps between codes are larger  so mine don't all fit on one screen anymore. When it says """"""""""""""""""""""""""""""""new dark theme """""""""""""""""""""""""""""""" it means there's a new light theme and it's the default. Selecting the dark theme brings the old colours back.""""",September 27 2016,2,0
com.google.android.apps.authenticator2,Changed to new phone DONE...LOST ALL MY CODES. WHAT A SHAME AS THIS IS FROM GOOGLE,March 19 2017,1,0
com.google.android.apps.authenticator2,Very useful app but why need camera permission Very useful app but why need the to use the mobile camera??,September 26 2016,4,0
com.google.android.apps.authenticator2,like,January 29 2017,4,0
com.google.android.apps.authenticator2,You suck!,January 21 2017,1,0
com.google.android.apps.authenticator2,Unable to move to a new phone.,March 18 2017,2,0
com.google.android.apps.authenticator2,I'm installing because my phone is not receiving the verification texts anymore. Guess what? The setup of this app requires to get a verification text. Did I mentioned my problem on the first place was that I don't get the texts from Google?,March 02 2016,1,0
com.google.android.apps.authenticator2,Coinebase My coinbase app is not recognizing the Verification codes that I'm getting from this authenticator app I mean I check the sync everything is everything is synced up with Google not working too well for me I'm afraid,July 02 2016,1,0
com.google.android.apps.authenticator2,Excellent thanks.,March 15 2016,5,0
com.google.android.apps.authenticator2,shiv raaj life is Struggle,November 28 2016,5,0
com.google.android.apps.authenticator2,Well  some support would be nice... It does exactly what it says on the tin. It's pretty much idiot-proof. So far  so good. And then you look over at iOS. This app was last updated in 2013. The iOS app was updated earlier this year  has a material design icon  and would fit far better into the rest of the UI on a device running 5.0 or up. Kinda sad that Google are better at supporting their own apps when on a rival platform.,December 27 2015,5,0
com.google.android.apps.authenticator2,Lost my sd card to corruption  lost all my accounts that I had protected with Google Authentication because it doesn't get backed up at all. So  caveat emptor.,January 15 2017,3,0
com.google.android.apps.authenticator2,Mamnon,March 17 2017,5,0
com.google.android.apps.authenticator2,Keeps me busy Love google,January 21 2016,5,0
com.google.android.apps.authenticator2,Only use the odd time but works well,February 12 2017,5,0
com.google.android.apps.authenticator2,Great app  but after installing it I stopped recieving any SMS messages. There is apparently some bug with Authenticator  Android 4.4 (I am unfortunately not able to upgrade) and T-Mobile CZ  but I cannot use Authenticator as long I want to recieve SMS.,January 30 2017,1,0
com.google.android.apps.authenticator2,I'm having trouble  I need help,October 18 2016,2,0
com.google.android.apps.authenticator2,New look I love the new look they finally updated the app with. Looks way better  now,October 12 2016,5,0
com.google.android.apps.authenticator2,Cannot move accounts to new phone. I use 2FA for many sites and don't want to go through all the steps to set them up one at a time on the new phone.,December 02 2016,1,0
com.google.android.apps.authenticator2,Feeling protected already.. My gmail password was changed about 22 hours ago without my knowledge-I suspect it happened at my former place if employment-so I changed my password and turned on 2-step verification. Now I feel safer and more protected knowing it wont happen again. Thank you Google  seems like you thought of all scenarios that could happen and did something about it!,February 10 2016,5,0
com.google.android.apps.authenticator2,Import You cant just log in and let it import your password if you get a new phone...,July 07 2016,1,0
com.google.android.apps.authenticator2,Ideal!,March 15 2017,5,0
com.google.android.apps.authenticator2,Good,November 21 2016,5,0
com.google.android.apps.authenticator2,Good Thanks,November 04 2016,5,0
com.google.android.apps.authenticator2,Does the job. Runs smooth. However  to be perfect  I believe the app should let the user set an app level pin to protect the MFA code.,February 23 2017,4,0
com.google.android.apps.authenticator2,Simple and Easy!,March 09 2016,5,0
com.google.android.apps.authenticator2,What happens if you lose your phone or tablet????? Then you're toast aren't you? You can't get into your Google account at all if you lose your phone or tablet right? other than that I would love to try the app out  but I'm worried if I lost the phone or the phone is damaged or if I get a new phone I would not be able to get into my Google account,February 12 2017,2,0
com.google.android.apps.authenticator2,Must have app!!! Works well with many other apps/web pages/games as well.,October 15 2016,5,0
com.google.android.apps.authenticator2,Nice Works perfectly,September 25 2016,4,0
com.google.android.apps.authenticator2,Cant give me the code,February 18 2016,1,0
com.google.android.apps.authenticator2,"Closed source  """"""""""""""""""""""""""""""""security through obscurity"""""""""""""""""""""""""""""""" solution For more control over what this app does  compile older ugly-ass version from source or install one from F-Droid. This application can contain unsolicited backdoors or anything else  and because it is unsupervised by commuinty  also contain errors or regressions. TL;DR: use open-source fork.""""",August 31 2016,1,0
com.google.android.apps.authenticator2,"Listen your users. Accept constructive criticism. Lets make GA THE best app for 2FA. You are already late... GA should be 2FA 👑 (the best app for twofactor auth.) -1.) Add fingerprint sensor auth. Easier than codes. 2.) Support """"""""""""""""""""""""""""""""Tap to approve"""""""""""""""""""""""""""""""" (great feature!) for ALL  not just Google services. Poput/tap is lifesaver! 3. Enable backup & restore  but not only for EXISTING phone (what if lost?)  but for ANY new device - protected with passwd for instance. and  4.) Windows version of GA is a must. More availability on deskop  please. Bring significant progess! 💚""""",November 13 2016,1,0
com.google.android.apps.authenticator2,So far sooo good!!!! It's been quite effective so far... quite impressed!!,December 22 2016,5,0
com.google.android.apps.authenticator2,Good for Oklahoma city,March 11 2017,5,0
com.google.android.apps.authenticator2,Works  but the requirement to install a third-party QR code scanner (ZXing) does feel a little strange. (I understand that it is used locally as opposed to Google Goggles which probably sends all photos to Google's servers for analysis  but still.) Also a proper Material Design look would be nice.,June 19 2016,3,0
com.google.android.apps.authenticator2,nice 😎,March 03 2016,5,0
com.google.android.apps.authenticator2,Security I am downloading this app,August 11 2016,4,0
com.google.android.apps.authenticator2,Wonderful Smooth,May 16 2016,4,0
com.google.android.apps.authenticator2,Sorry the android camera encountered a problem. Get camera error when attempting to scan a barcode. This makes the app useless for our application.,April 15 2016,2,0
com.google.android.apps.authenticator2,Nice Appp,July 05 2016,3,0
com.google.android.apps.authenticator2,Lost all After reset phone all data are gone,January 07 2017,2,0
com.google.android.apps.authenticator2,Last one hour i trying to download this app to my phone cause of account password change. Needed by google to authenticate my account. I am so sorry to say that this one is hopeless.,February 25 2016,1,0
com.google.android.apps.authenticator2,Using Google and Drop Box,December 15 2016,5,0
com.google.android.apps.authenticator2,Best token generator/authentication app I use this for everything that supports 2-step authentication and supports Google Authenticator as it's the easiest to set up and easiest to use. Have never had a problem with this app. Very satisfied. Only real issue is the need to download a third party barcode scanner but that's minor in the grand scheme of things.,February 21 2016,4,0
com.google.android.apps.authenticator2,Great Helps when age is realized. No matter where you are  you can choose method to Authenticate.,December 10 2016,5,0
com.google.android.apps.authenticator2,Nice service  thank you Google!,April 29 2016,5,0
com.google.android.apps.authenticator2,Google account Time is gold,October 19 2016,5,0
com.google.android.apps.authenticator2,2 good,March 23 2016,4,0
com.google.android.apps.authenticator2,This is a great app for adding an extra layer of security . Make me feel more secure .,June 27 2016,5,0
com.google.android.apps.authenticator2,Very useful,March 15 2017,5,0
com.google.android.apps.authenticator2,Raju,April 21 2016,5,0
com.google.android.apps.authenticator2,See All,October 18 2016,4,0
com.google.android.apps.authenticator2,Chat m8 Fantastic,April 04 2016,5,0
com.google.android.apps.authenticator2,🔋 Battery drainer It drains battery even when not in use...!!,February 06 2016,2,0
com.google.android.apps.authenticator2,Didn't cut it Every time I put the codes in it said incorrect codes. It even locked me out of my favorite PC game. Never using it again,July 28 2016,1,0
com.google.android.apps.authenticator2,Good,April 09 2017,5,0
com.google.android.apps.authenticator2,Install give my good and liunding,March 10 2016,5,0
com.google.android.apps.authenticator2,Works well for me Seems to work well for me  though I seldom use it.,October 24 2016,5,0
com.google.android.apps.authenticator2,"Horrible explanations. Cannot even start using. Where TF is the """"""""""""""""barcode they ask for just to begin??? WTF is a """"""""""""""""key""""""""""""""""""""",February 04 2017,1,0
com.google.android.apps.authenticator2,Helpful application,March 19 2016,5,0
com.google.android.apps.authenticator2,Great I wish more services would support 2FA soft tokens.,November 21 2016,5,0
com.google.android.apps.authenticator2,Email not working Hi ever since I download this app my email is not working. I deleted my email from my phone but now when I try to set it up again it is not going through can someone advice me how I can delete this app and get my old email working as normal,March 09 2016,1,0
com.google.android.apps.authenticator2,Grade a awesome app,February 04 2017,5,0
com.google.android.apps.authenticator2,Qr scanner is inverted Every time I try to scan a close the camera is displayed inverted,May 17 2016,2,0
com.google.android.apps.authenticator2,Samsung Galaxy Overall great app  i used to love it....intil I got a new phone and discovered there is no way to actually move all your saved authenticator accounts to your new device. You have to link them on.,March 25 2017,5,0
com.google.android.apps.authenticator2,Ok Ok,March 18 2016,5,0
com.google.android.apps.authenticator2,Protector I love it,January 14 2017,5,0
com.google.android.apps.authenticator2,Nice Goodjob,April 06 2016,5,0
com.google.android.apps.authenticator2,Wondrous Outstanding tool in order to improve security issues in every device. It's a must!,September 26 2016,5,0
com.google.android.apps.authenticator2,Yesssss😂😂😂😂,April 10 2017,5,0
com.google.android.apps.authenticator2,What happened? Why do I need a key to install an app. So I need an authenticator to install an authenticator?,November 03 2016,1,0
com.google.android.apps.authenticator2,Love you Google!,February 02 2017,5,0
com.google.android.apps.authenticator2,Good Like it,September 05 2016,4,0
com.google.android.apps.authenticator2,All report submitted,April 14 2016,5,0
com.google.android.apps.authenticator2,This app protect your privacy User friendly  easy to install and works great,August 21 2016,5,0
com.google.android.apps.authenticator2,Helpfully my device all account,February 19 2017,5,0
com.google.android.apps.authenticator2,It works. Until you need to transfer to another device. Then this becomes a nightmare  and google does nothing to help you. Use Authy instead,December 20 2016,1,0
